Dataset	Celltype	Gene
PBMC_Monaco2019_20celltypes	C-mono	PADI4
PBMC_Monaco2019_20celltypes	C-mono	ARHGEF10L
PBMC_Monaco2019_20celltypes	C-mono	CDA
PBMC_Monaco2019_20celltypes	C-mono	FGR
PBMC_Monaco2019_20celltypes	C-mono	PTAFR
PBMC_Monaco2019_20celltypes	C-mono	CSF3R
PBMC_Monaco2019_20celltypes	C-mono	MYCL
PBMC_Monaco2019_20celltypes	C-mono	WLS
PBMC_Monaco2019_20celltypes	C-mono	FCGR1B
PBMC_Monaco2019_20celltypes	C-mono	FCGR1A
PBMC_Monaco2019_20celltypes	C-mono	MTMR11
PBMC_Monaco2019_20celltypes	C-mono	CTSS
PBMC_Monaco2019_20celltypes	C-mono	S100A9
PBMC_Monaco2019_20celltypes	C-mono	S100A12
PBMC_Monaco2019_20celltypes	C-mono	S100A8
PBMC_Monaco2019_20celltypes	C-mono	SEMA4A
PBMC_Monaco2019_20celltypes	C-mono	CD1D
PBMC_Monaco2019_20celltypes	C-mono	MNDA
PBMC_Monaco2019_20celltypes	C-mono	FCER1G
PBMC_Monaco2019_20celltypes	C-mono	FCGR2A
PBMC_Monaco2019_20celltypes	C-mono	NCF2
PBMC_Monaco2019_20celltypes	C-mono	PTGS2
PBMC_Monaco2019_20celltypes	C-mono	RGS18
PBMC_Monaco2019_20celltypes	C-mono	G0S2
PBMC_Monaco2019_20celltypes	C-mono	ATF3
PBMC_Monaco2019_20celltypes	C-mono	MARC1
PBMC_Monaco2019_20celltypes	C-mono	NLRP3
PBMC_Monaco2019_20celltypes	C-mono	QPCT
PBMC_Monaco2019_20celltypes	C-mono	CYP1B1
PBMC_Monaco2019_20celltypes	C-mono	DYSF
PBMC_Monaco2019_20celltypes	C-mono	IL1B
PBMC_Monaco2019_20celltypes	C-mono	IL1RN
PBMC_Monaco2019_20celltypes	C-mono	MARCO
PBMC_Monaco2019_20celltypes	C-mono	KYNU
PBMC_Monaco2019_20celltypes	C-mono	ZEB2-AS1
PBMC_Monaco2019_20celltypes	C-mono	TNFAIP6
PBMC_Monaco2019_20celltypes	C-mono	CD302
PBMC_Monaco2019_20celltypes	C-mono	GCA
PBMC_Monaco2019_20celltypes	C-mono	GPBAR1
PBMC_Monaco2019_20celltypes	C-mono	SLC11A1
PBMC_Monaco2019_20celltypes	C-mono	CYP27A1
PBMC_Monaco2019_20celltypes	C-mono	CCL20
PBMC_Monaco2019_20celltypes	C-mono	PID1
PBMC_Monaco2019_20celltypes	C-mono	CCR1
PBMC_Monaco2019_20celltypes	C-mono	CCR2
PBMC_Monaco2019_20celltypes	C-mono	STAB1
PBMC_Monaco2019_20celltypes	C-mono	LINC00877
PBMC_Monaco2019_20celltypes	C-mono	ST3GAL6
PBMC_Monaco2019_20celltypes	C-mono	CD86
PBMC_Monaco2019_20celltypes	C-mono	CSTA
PBMC_Monaco2019_20celltypes	C-mono	ACPP
PBMC_Monaco2019_20celltypes	C-mono	P2RY13
PBMC_Monaco2019_20celltypes	C-mono	PTX3
PBMC_Monaco2019_20celltypes	C-mono	BST1
PBMC_Monaco2019_20celltypes	C-mono	RBM47
PBMC_Monaco2019_20celltypes	C-mono	CXCL3
PBMC_Monaco2019_20celltypes	C-mono	CXCL2
PBMC_Monaco2019_20celltypes	C-mono	EREG
PBMC_Monaco2019_20celltypes	C-mono	CXCL10
PBMC_Monaco2019_20celltypes	C-mono	TLR2
PBMC_Monaco2019_20celltypes	C-mono	FAM198B
PBMC_Monaco2019_20celltypes	C-mono	VCAN
PBMC_Monaco2019_20celltypes	C-mono	MCTP1
PBMC_Monaco2019_20celltypes	C-mono	TGFBI
PBMC_Monaco2019_20celltypes	C-mono	EGR1
PBMC_Monaco2019_20celltypes	C-mono	CD14
PBMC_Monaco2019_20celltypes	C-mono	CSF1R
PBMC_Monaco2019_20celltypes	C-mono	HK3
PBMC_Monaco2019_20celltypes	C-mono	DOK3
PBMC_Monaco2019_20celltypes	C-mono	RNF130
PBMC_Monaco2019_20celltypes	C-mono	F13A1
PBMC_Monaco2019_20celltypes	C-mono	LY86
PBMC_Monaco2019_20celltypes	C-mono	CD83
PBMC_Monaco2019_20celltypes	C-mono	IER3
PBMC_Monaco2019_20celltypes	C-mono	TNF
PBMC_Monaco2019_20celltypes	C-mono	AIF1
PBMC_Monaco2019_20celltypes	C-mono	HLA-DRA
PBMC_Monaco2019_20celltypes	C-mono	CDKN1A
PBMC_Monaco2019_20celltypes	C-mono	TREM1
PBMC_Monaco2019_20celltypes	C-mono	PLA2G7
PBMC_Monaco2019_20celltypes	C-mono	MARCKS
PBMC_Monaco2019_20celltypes	C-mono	SMPDL3A
PBMC_Monaco2019_20celltypes	C-mono	VNN1
PBMC_Monaco2019_20celltypes	C-mono	STX11
PBMC_Monaco2019_20celltypes	C-mono	RAB32
PBMC_Monaco2019_20celltypes	C-mono	SOD2
PBMC_Monaco2019_20celltypes	C-mono	CREB5
PBMC_Monaco2019_20celltypes	C-mono	CPVL
PBMC_Monaco2019_20celltypes	C-mono	AOAH
PBMC_Monaco2019_20celltypes	C-mono	LAT2
PBMC_Monaco2019_20celltypes	C-mono	NCF1
PBMC_Monaco2019_20celltypes	C-mono	FGL2
PBMC_Monaco2019_20celltypes	C-mono	CD36
PBMC_Monaco2019_20celltypes	C-mono	HGF
PBMC_Monaco2019_20celltypes	C-mono	STEAP4
PBMC_Monaco2019_20celltypes	C-mono	PDK4
PBMC_Monaco2019_20celltypes	C-mono	PILRA
PBMC_Monaco2019_20celltypes	C-mono	NAMPT
PBMC_Monaco2019_20celltypes	C-mono	TFEC
PBMC_Monaco2019_20celltypes	C-mono	CLEC5A
PBMC_Monaco2019_20celltypes	C-mono	TMEM176B
PBMC_Monaco2019_20celltypes	C-mono	TMEM176A
PBMC_Monaco2019_20celltypes	C-mono	NRG1
PBMC_Monaco2019_20celltypes	C-mono	ALDH1A1
PBMC_Monaco2019_20celltypes	C-mono	DAPK1
PBMC_Monaco2019_20celltypes	C-mono	S1PR3
PBMC_Monaco2019_20celltypes	C-mono	KLF4
PBMC_Monaco2019_20celltypes	C-mono	SLC46A2
PBMC_Monaco2019_20celltypes	C-mono	SLC31A2
PBMC_Monaco2019_20celltypes	C-mono	TLR4
PBMC_Monaco2019_20celltypes	C-mono	FCN1
PBMC_Monaco2019_20celltypes	C-mono	CARD9
PBMC_Monaco2019_20celltypes	C-mono	PLXDC2
PBMC_Monaco2019_20celltypes	C-mono	RASSF4
PBMC_Monaco2019_20celltypes	C-mono	ALOX5
PBMC_Monaco2019_20celltypes	C-mono	CHST15
PBMC_Monaco2019_20celltypes	C-mono	ADM
PBMC_Monaco2019_20celltypes	C-mono	SPI1
PBMC_Monaco2019_20celltypes	C-mono	SERPING1
PBMC_Monaco2019_20celltypes	C-mono	MPEG1
PBMC_Monaco2019_20celltypes	C-mono	MS4A6A
PBMC_Monaco2019_20celltypes	C-mono	MS4A7
PBMC_Monaco2019_20celltypes	C-mono	LGALS12
PBMC_Monaco2019_20celltypes	C-mono	ALDH3B1
PBMC_Monaco2019_20celltypes	C-mono	FOLR3
PBMC_Monaco2019_20celltypes	C-mono	FOLR2
PBMC_Monaco2019_20celltypes	C-mono	KCNE3
PBMC_Monaco2019_20celltypes	C-mono	FXYD6
PBMC_Monaco2019_20celltypes	C-mono	LTBR
PBMC_Monaco2019_20celltypes	C-mono	CLEC6A
PBMC_Monaco2019_20celltypes	C-mono	CLEC4D
PBMC_Monaco2019_20celltypes	C-mono	CLEC4E
PBMC_Monaco2019_20celltypes	C-mono	CLEC12A
PBMC_Monaco2019_20celltypes	C-mono	CLEC7A
PBMC_Monaco2019_20celltypes	C-mono	PLBD1
PBMC_Monaco2019_20celltypes	C-mono	MGST1
PBMC_Monaco2019_20celltypes	C-mono	LRRK2
PBMC_Monaco2019_20celltypes	C-mono	NFE2
PBMC_Monaco2019_20celltypes	C-mono	GPR84
PBMC_Monaco2019_20celltypes	C-mono	ZNF385A
PBMC_Monaco2019_20celltypes	C-mono	LRP1
PBMC_Monaco2019_20celltypes	C-mono	IRAK3
PBMC_Monaco2019_20celltypes	C-mono	LYZ
PBMC_Monaco2019_20celltypes	C-mono	DUSP6
PBMC_Monaco2019_20celltypes	C-mono	ALDH2
PBMC_Monaco2019_20celltypes	C-mono	HCAR2
PBMC_Monaco2019_20celltypes	C-mono	HCAR3
PBMC_Monaco2019_20celltypes	C-mono	TNFSF13B
PBMC_Monaco2019_20celltypes	C-mono	RNASE2
PBMC_Monaco2019_20celltypes	C-mono	ARHGEF40
PBMC_Monaco2019_20celltypes	C-mono	SLC7A7
PBMC_Monaco2019_20celltypes	C-mono	NFKBIA
PBMC_Monaco2019_20celltypes	C-mono	PYGL
PBMC_Monaco2019_20celltypes	C-mono	SLC24A4
PBMC_Monaco2019_20celltypes	C-mono	SERPINA1
PBMC_Monaco2019_20celltypes	C-mono	TNFAIP2
PBMC_Monaco2019_20celltypes	C-mono	THBS1
PBMC_Monaco2019_20celltypes	C-mono	DMXL2
PBMC_Monaco2019_20celltypes	C-mono	AQP9
PBMC_Monaco2019_20celltypes	C-mono	TM6SF1
PBMC_Monaco2019_20celltypes	C-mono	ANPEP
PBMC_Monaco2019_20celltypes	C-mono	FES
PBMC_Monaco2019_20celltypes	C-mono	CPPED1
PBMC_Monaco2019_20celltypes	C-mono	IGSF6
PBMC_Monaco2019_20celltypes	C-mono	ITGAX
PBMC_Monaco2019_20celltypes	C-mono	LPCAT2
PBMC_Monaco2019_20celltypes	C-mono	CES1
PBMC_Monaco2019_20celltypes	C-mono	HP
PBMC_Monaco2019_20celltypes	C-mono	CRISPLD2
PBMC_Monaco2019_20celltypes	C-mono	ASGR2
PBMC_Monaco2019_20celltypes	C-mono	CD68
PBMC_Monaco2019_20celltypes	C-mono	GAS7
PBMC_Monaco2019_20celltypes	C-mono	ADAP2
PBMC_Monaco2019_20celltypes	C-mono	CCL3
PBMC_Monaco2019_20celltypes	C-mono	CCL4
PBMC_Monaco2019_20celltypes	C-mono	GRN
PBMC_Monaco2019_20celltypes	C-mono	CD300LB
PBMC_Monaco2019_20celltypes	C-mono	CD300C
PBMC_Monaco2019_20celltypes	C-mono	CD300E
PBMC_Monaco2019_20celltypes	C-mono	CD300LF
PBMC_Monaco2019_20celltypes	C-mono	SECTM1
PBMC_Monaco2019_20celltypes	C-mono	RAB31
PBMC_Monaco2019_20celltypes	C-mono	SERPINB2
PBMC_Monaco2019_20celltypes	C-mono	CFD
PBMC_Monaco2019_20celltypes	C-mono	PRAM1
PBMC_Monaco2019_20celltypes	C-mono	C19orf38
PBMC_Monaco2019_20celltypes	C-mono	IFI30
PBMC_Monaco2019_20celltypes	C-mono	LRRC25
PBMC_Monaco2019_20celltypes	C-mono	TYROBP
PBMC_Monaco2019_20celltypes	C-mono	CEACAM4
PBMC_Monaco2019_20celltypes	C-mono	PLAUR
PBMC_Monaco2019_20celltypes	C-mono	SIGLEC9
PBMC_Monaco2019_20celltypes	C-mono	SIGLEC7
PBMC_Monaco2019_20celltypes	C-mono	CD33
PBMC_Monaco2019_20celltypes	C-mono	SIGLEC14
PBMC_Monaco2019_20celltypes	C-mono	FPR1
PBMC_Monaco2019_20celltypes	C-mono	FPR2
PBMC_Monaco2019_20celltypes	C-mono	NLRP12
PBMC_Monaco2019_20celltypes	C-mono	VSTM1
PBMC_Monaco2019_20celltypes	C-mono	OSCAR
PBMC_Monaco2019_20celltypes	C-mono	LILRB3
PBMC_Monaco2019_20celltypes	C-mono	LILRA6
PBMC_Monaco2019_20celltypes	C-mono	LILRB2
PBMC_Monaco2019_20celltypes	C-mono	LILRA5
PBMC_Monaco2019_20celltypes	C-mono	LILRA2
PBMC_Monaco2019_20celltypes	C-mono	LILRA1
PBMC_Monaco2019_20celltypes	C-mono	LILRB4
PBMC_Monaco2019_20celltypes	C-mono	FCAR
PBMC_Monaco2019_20celltypes	C-mono	SIRPB2
PBMC_Monaco2019_20celltypes	C-mono	SIRPB1
PBMC_Monaco2019_20celltypes	C-mono	SIRPA
PBMC_Monaco2019_20celltypes	C-mono	SIGLEC1
PBMC_Monaco2019_20celltypes	C-mono	RIN2
PBMC_Monaco2019_20celltypes	C-mono	CD93
PBMC_Monaco2019_20celltypes	C-mono	CST3
PBMC_Monaco2019_20celltypes	C-mono	HCK
PBMC_Monaco2019_20celltypes	C-mono	MAFB
PBMC_Monaco2019_20celltypes	C-mono	TCN2
PBMC_Monaco2019_20celltypes	C-mono	HMOX1
PBMC_Monaco2019_20celltypes	C-mono	LGALS2
PBMC_Monaco2019_20celltypes	C-mono	APOBEC3A
PBMC_Monaco2019_20celltypes	C-mono	NFAM1
PBMC_Monaco2019_20celltypes	C-mono	PLXNB2
PBMC_Monaco2019_20celltypes	C-mono	TYMP
PBMC_Monaco2019_20celltypes	C-mono	TLR8
PBMC_Monaco2019_20celltypes	C-mono	CYBB
PBMC_Monaco2019_20celltypes	C-mono	CFP
PBMC_Monaco2019_20celltypes	C-mono	IL13RA1
PBMC_Monaco2019_20celltypes	mDC	PADI2
PBMC_Monaco2019_20celltypes	mDC	ARHGEF10L
PBMC_Monaco2019_20celltypes	mDC	FGR
PBMC_Monaco2019_20celltypes	mDC	PTAFR
PBMC_Monaco2019_20celltypes	mDC	CSF3R
PBMC_Monaco2019_20celltypes	mDC	MYCL
PBMC_Monaco2019_20celltypes	mDC	MTMR11
PBMC_Monaco2019_20celltypes	mDC	S100A9
PBMC_Monaco2019_20celltypes	mDC	S100A8
PBMC_Monaco2019_20celltypes	mDC	SEMA4A
PBMC_Monaco2019_20celltypes	mDC	CD1D
PBMC_Monaco2019_20celltypes	mDC	CD1C
PBMC_Monaco2019_20celltypes	mDC	CD1B
PBMC_Monaco2019_20celltypes	mDC	CD1E
PBMC_Monaco2019_20celltypes	mDC	MNDA
PBMC_Monaco2019_20celltypes	mDC	FCER1A
PBMC_Monaco2019_20celltypes	mDC	SLAMF8
PBMC_Monaco2019_20celltypes	mDC	FCER1G
PBMC_Monaco2019_20celltypes	mDC	FCGR2A
PBMC_Monaco2019_20celltypes	mDC	FCGR2B
PBMC_Monaco2019_20celltypes	mDC	NCF2
PBMC_Monaco2019_20celltypes	mDC	PTGS2
PBMC_Monaco2019_20celltypes	mDC	RGS18
PBMC_Monaco2019_20celltypes	mDC	G0S2
PBMC_Monaco2019_20celltypes	mDC	ATF3
PBMC_Monaco2019_20celltypes	mDC	NLRP3
PBMC_Monaco2019_20celltypes	mDC	ID2
PBMC_Monaco2019_20celltypes	mDC	PLB1
PBMC_Monaco2019_20celltypes	mDC	QPCT
PBMC_Monaco2019_20celltypes	mDC	BCL11A
PBMC_Monaco2019_20celltypes	mDC	IL1R2
PBMC_Monaco2019_20celltypes	mDC	IL1B
PBMC_Monaco2019_20celltypes	mDC	IL1RN
PBMC_Monaco2019_20celltypes	mDC	CD302
PBMC_Monaco2019_20celltypes	mDC	DHRS9
PBMC_Monaco2019_20celltypes	mDC	GPBAR1
PBMC_Monaco2019_20celltypes	mDC	SLC4A3
PBMC_Monaco2019_20celltypes	mDC	PID1
PBMC_Monaco2019_20celltypes	mDC	SH3BP4
PBMC_Monaco2019_20celltypes	mDC	BHLHE40
PBMC_Monaco2019_20celltypes	mDC	FBLN2
PBMC_Monaco2019_20celltypes	mDC	CCR2
PBMC_Monaco2019_20celltypes	mDC	LAMB2
PBMC_Monaco2019_20celltypes	mDC	CACNA2D3
PBMC_Monaco2019_20celltypes	mDC	DNASE1L3
PBMC_Monaco2019_20celltypes	mDC	LINC00877
PBMC_Monaco2019_20celltypes	mDC	ST3GAL6
PBMC_Monaco2019_20celltypes	mDC	CD86
PBMC_Monaco2019_20celltypes	mDC	CSTA
PBMC_Monaco2019_20celltypes	mDC	ACPP
PBMC_Monaco2019_20celltypes	mDC	P2RY14
PBMC_Monaco2019_20celltypes	mDC	P2RY13
PBMC_Monaco2019_20celltypes	mDC	LEKR1
PBMC_Monaco2019_20celltypes	mDC	SLC2A9
PBMC_Monaco2019_20celltypes	mDC	IGFBP7
PBMC_Monaco2019_20celltypes	mDC	CXCL2
PBMC_Monaco2019_20celltypes	mDC	EREG
PBMC_Monaco2019_20celltypes	mDC	CCSER1
PBMC_Monaco2019_20celltypes	mDC	TLR2
PBMC_Monaco2019_20celltypes	mDC	MARCH1
PBMC_Monaco2019_20celltypes	mDC	GAPT
PBMC_Monaco2019_20celltypes	mDC	ZNF366
PBMC_Monaco2019_20celltypes	mDC	VCAN
PBMC_Monaco2019_20celltypes	mDC	MEF2C
PBMC_Monaco2019_20celltypes	mDC	NREP
PBMC_Monaco2019_20celltypes	mDC	TGFBI
PBMC_Monaco2019_20celltypes	mDC	HBEGF
PBMC_Monaco2019_20celltypes	mDC	CD14
PBMC_Monaco2019_20celltypes	mDC	CSF1R
PBMC_Monaco2019_20celltypes	mDC	CD74
PBMC_Monaco2019_20celltypes	mDC	HAVCR2
PBMC_Monaco2019_20celltypes	mDC	RNF130
PBMC_Monaco2019_20celltypes	mDC	F13A1
PBMC_Monaco2019_20celltypes	mDC	LY86
PBMC_Monaco2019_20celltypes	mDC	PHACTR1
PBMC_Monaco2019_20celltypes	mDC	CD83
PBMC_Monaco2019_20celltypes	mDC	AIF1
PBMC_Monaco2019_20celltypes	mDC	HLA-DRA
PBMC_Monaco2019_20celltypes	mDC	HLA-DRB5
PBMC_Monaco2019_20celltypes	mDC	HLA-DRB1
PBMC_Monaco2019_20celltypes	mDC	HLA-DQA1
PBMC_Monaco2019_20celltypes	mDC	HLA-DQB1
PBMC_Monaco2019_20celltypes	mDC	HLA-DQB2
PBMC_Monaco2019_20celltypes	mDC	HLA-DMB
PBMC_Monaco2019_20celltypes	mDC	HLA-DMA
PBMC_Monaco2019_20celltypes	mDC	HLA-DPA1
PBMC_Monaco2019_20celltypes	mDC	HLA-DPB1
PBMC_Monaco2019_20celltypes	mDC	CDKN1A
PBMC_Monaco2019_20celltypes	mDC	FGD2
PBMC_Monaco2019_20celltypes	mDC	TREM1
PBMC_Monaco2019_20celltypes	mDC	PKIB
PBMC_Monaco2019_20celltypes	mDC	RAB32
PBMC_Monaco2019_20celltypes	mDC	CREB5
PBMC_Monaco2019_20celltypes	mDC	CPVL
PBMC_Monaco2019_20celltypes	mDC	LAT2
PBMC_Monaco2019_20celltypes	mDC	FGL2
PBMC_Monaco2019_20celltypes	mDC	CD36
PBMC_Monaco2019_20celltypes	mDC	PILRA
PBMC_Monaco2019_20celltypes	mDC	TFEC
PBMC_Monaco2019_20celltypes	mDC	ADAM28
PBMC_Monaco2019_20celltypes	mDC	IDO1
PBMC_Monaco2019_20celltypes	mDC	ENHO
PBMC_Monaco2019_20celltypes	mDC	DAPK1
PBMC_Monaco2019_20celltypes	mDC	SYK
PBMC_Monaco2019_20celltypes	mDC	KLF4
PBMC_Monaco2019_20celltypes	mDC	SLC46A2
PBMC_Monaco2019_20celltypes	mDC	SLC31A2
PBMC_Monaco2019_20celltypes	mDC	GSN
PBMC_Monaco2019_20celltypes	mDC	PTGS1
PBMC_Monaco2019_20celltypes	mDC	FCN1
PBMC_Monaco2019_20celltypes	mDC	CARD9
PBMC_Monaco2019_20celltypes	mDC	PLXDC2
PBMC_Monaco2019_20celltypes	mDC	RASSF4
PBMC_Monaco2019_20celltypes	mDC	WDFY4
PBMC_Monaco2019_20celltypes	mDC	MYOF
PBMC_Monaco2019_20celltypes	mDC	SPI1
PBMC_Monaco2019_20celltypes	mDC	MPEG1
PBMC_Monaco2019_20celltypes	mDC	MS4A6A
PBMC_Monaco2019_20celltypes	mDC	MS4A4E
PBMC_Monaco2019_20celltypes	mDC	ALDH3B1
PBMC_Monaco2019_20celltypes	mDC	P2RY6
PBMC_Monaco2019_20celltypes	mDC	PAK1
PBMC_Monaco2019_20celltypes	mDC	IL18
PBMC_Monaco2019_20celltypes	mDC	LTBR
PBMC_Monaco2019_20celltypes	mDC	CLEC4A
PBMC_Monaco2019_20celltypes	mDC	CLEC12A
PBMC_Monaco2019_20celltypes	mDC	CLEC9A
PBMC_Monaco2019_20celltypes	mDC	CLEC7A
PBMC_Monaco2019_20celltypes	mDC	EMP1
PBMC_Monaco2019_20celltypes	mDC	PLBD1
PBMC_Monaco2019_20celltypes	mDC	NFE2
PBMC_Monaco2019_20celltypes	mDC	ZNF385A
PBMC_Monaco2019_20celltypes	mDC	GRIP1
PBMC_Monaco2019_20celltypes	mDC	LYZ
PBMC_Monaco2019_20celltypes	mDC	ALDH2
PBMC_Monaco2019_20celltypes	mDC	FLT3
PBMC_Monaco2019_20celltypes	mDC	KCTD12
PBMC_Monaco2019_20celltypes	mDC	RNASE6
PBMC_Monaco2019_20celltypes	mDC	RNASE2
PBMC_Monaco2019_20celltypes	mDC	NDRG2
PBMC_Monaco2019_20celltypes	mDC	RTN1
PBMC_Monaco2019_20celltypes	mDC	SERPINA1
PBMC_Monaco2019_20celltypes	mDC	TNFAIP2
PBMC_Monaco2019_20celltypes	mDC	PLD4
PBMC_Monaco2019_20celltypes	mDC	SPINT1
PBMC_Monaco2019_20celltypes	mDC	ATP8B4
PBMC_Monaco2019_20celltypes	mDC	CTSH
PBMC_Monaco2019_20celltypes	mDC	TM6SF1
PBMC_Monaco2019_20celltypes	mDC	ANPEP
PBMC_Monaco2019_20celltypes	mDC	FES
PBMC_Monaco2019_20celltypes	mDC	CIITA
PBMC_Monaco2019_20celltypes	mDC	IGSF6
PBMC_Monaco2019_20celltypes	mDC	ITGAX
PBMC_Monaco2019_20celltypes	mDC	LPCAT2
PBMC_Monaco2019_20celltypes	mDC	CES1
PBMC_Monaco2019_20celltypes	mDC	TPPP3
PBMC_Monaco2019_20celltypes	mDC	IRF8
PBMC_Monaco2019_20celltypes	mDC	SPNS3
PBMC_Monaco2019_20celltypes	mDC	CLEC10A
PBMC_Monaco2019_20celltypes	mDC	ASGR2
PBMC_Monaco2019_20celltypes	mDC	CD68
PBMC_Monaco2019_20celltypes	mDC	CCL3
PBMC_Monaco2019_20celltypes	mDC	GRN
PBMC_Monaco2019_20celltypes	mDC	CD300LB
PBMC_Monaco2019_20celltypes	mDC	CD300C
PBMC_Monaco2019_20celltypes	mDC	CD300E
PBMC_Monaco2019_20celltypes	mDC	CD300LF
PBMC_Monaco2019_20celltypes	mDC	EPB41L3
PBMC_Monaco2019_20celltypes	mDC	RAB31
PBMC_Monaco2019_20celltypes	mDC	GNA15
PBMC_Monaco2019_20celltypes	mDC	PRAM1
PBMC_Monaco2019_20celltypes	mDC	C19orf38
PBMC_Monaco2019_20celltypes	mDC	IFI30
PBMC_Monaco2019_20celltypes	mDC	LRRC25
PBMC_Monaco2019_20celltypes	mDC	TYROBP
PBMC_Monaco2019_20celltypes	mDC	CYP2S1
PBMC_Monaco2019_20celltypes	mDC	AXL
PBMC_Monaco2019_20celltypes	mDC	CEACAM4
PBMC_Monaco2019_20celltypes	mDC	PLAUR
PBMC_Monaco2019_20celltypes	mDC	FCGRT
PBMC_Monaco2019_20celltypes	mDC	SIGLEC9
PBMC_Monaco2019_20celltypes	mDC	SIGLEC7
PBMC_Monaco2019_20celltypes	mDC	CD33
PBMC_Monaco2019_20celltypes	mDC	SIGLEC5
PBMC_Monaco2019_20celltypes	mDC	SIGLEC14
PBMC_Monaco2019_20celltypes	mDC	FPR1
PBMC_Monaco2019_20celltypes	mDC	FPR3
PBMC_Monaco2019_20celltypes	mDC	OSCAR
PBMC_Monaco2019_20celltypes	mDC	LILRB3
PBMC_Monaco2019_20celltypes	mDC	LILRA6
PBMC_Monaco2019_20celltypes	mDC	LILRB2
PBMC_Monaco2019_20celltypes	mDC	LILRA5
PBMC_Monaco2019_20celltypes	mDC	LILRA2
PBMC_Monaco2019_20celltypes	mDC	LILRA1
PBMC_Monaco2019_20celltypes	mDC	LILRB4
PBMC_Monaco2019_20celltypes	mDC	SIRPA
PBMC_Monaco2019_20celltypes	mDC	CD93
PBMC_Monaco2019_20celltypes	mDC	CST3
PBMC_Monaco2019_20celltypes	mDC	ID1
PBMC_Monaco2019_20celltypes	mDC	HCK
PBMC_Monaco2019_20celltypes	mDC	SEZ6L
PBMC_Monaco2019_20celltypes	mDC	LGALS2
PBMC_Monaco2019_20celltypes	mDC	NFAM1
PBMC_Monaco2019_20celltypes	mDC	UPK3A
PBMC_Monaco2019_20celltypes	mDC	PLXNB2
PBMC_Monaco2019_20celltypes	mDC	CSF2RA
PBMC_Monaco2019_20celltypes	mDC	CYBB
PBMC_Monaco2019_20celltypes	mDC	CFP
PBMC_Monaco2019_20celltypes	mDC	VSIG4
PBMC_Monaco2019_20celltypes	mDC	BTK
PBMC_Monaco2019_20celltypes	mDC	IL13RA1
PBMC_Monaco2019_20celltypes	mDC	CLIC2
PBMC_Monaco2019_20celltypes	pDC	EPHA2
PBMC_Monaco2019_20celltypes	pDC	STMN1
PBMC_Monaco2019_20celltypes	pDC	MYCL
PBMC_Monaco2019_20celltypes	pDC	MFSD2A
PBMC_Monaco2019_20celltypes	pDC	FAAH
PBMC_Monaco2019_20celltypes	pDC	TTC39A
PBMC_Monaco2019_20celltypes	pDC	COL24A1
PBMC_Monaco2019_20celltypes	pDC	PPM1J
PBMC_Monaco2019_20celltypes	pDC	NUDT17
PBMC_Monaco2019_20celltypes	pDC	TTC24
PBMC_Monaco2019_20celltypes	pDC	FCER1A
PBMC_Monaco2019_20celltypes	pDC	SLAMF7
PBMC_Monaco2019_20celltypes	pDC	FCER1G
PBMC_Monaco2019_20celltypes	pDC	FCRLA
PBMC_Monaco2019_20celltypes	pDC	PFKFB2
PBMC_Monaco2019_20celltypes	pDC	SLC35F3
PBMC_Monaco2019_20celltypes	pDC	BCL11A
PBMC_Monaco2019_20celltypes	pDC	RTKN
PBMC_Monaco2019_20celltypes	pDC	PROC
PBMC_Monaco2019_20celltypes	pDC	COBLL1
PBMC_Monaco2019_20celltypes	pDC	SCN9A
PBMC_Monaco2019_20celltypes	pDC	SLC4A3
PBMC_Monaco2019_20celltypes	pDC	ITM2C
PBMC_Monaco2019_20celltypes	pDC	SH3BP4
PBMC_Monaco2019_20celltypes	pDC	CCR2
PBMC_Monaco2019_20celltypes	pDC	DNASE1L3
PBMC_Monaco2019_20celltypes	pDC	DPPA4
PBMC_Monaco2019_20celltypes	pDC	EPHB1
PBMC_Monaco2019_20celltypes	pDC	P2RY14
PBMC_Monaco2019_20celltypes	pDC	CCDC50
PBMC_Monaco2019_20celltypes	pDC	MMRN1
PBMC_Monaco2019_20celltypes	pDC	MGST2
PBMC_Monaco2019_20celltypes	pDC	DAB2
PBMC_Monaco2019_20celltypes	pDC	GAPT
PBMC_Monaco2019_20celltypes	pDC	LHFPL2
PBMC_Monaco2019_20celltypes	pDC	MEF2C
PBMC_Monaco2019_20celltypes	pDC	NREP
PBMC_Monaco2019_20celltypes	pDC	TIFAB
PBMC_Monaco2019_20celltypes	pDC	TGFBI
PBMC_Monaco2019_20celltypes	pDC	MZB1
PBMC_Monaco2019_20celltypes	pDC	RNF130
PBMC_Monaco2019_20celltypes	pDC	IRF4
PBMC_Monaco2019_20celltypes	pDC	TXNDC5
PBMC_Monaco2019_20celltypes	pDC	SYCP2L
PBMC_Monaco2019_20celltypes	pDC	PHACTR1
PBMC_Monaco2019_20celltypes	pDC	NOTCH4
PBMC_Monaco2019_20celltypes	pDC	HLA-DRA
PBMC_Monaco2019_20celltypes	pDC	HLA-DMB
PBMC_Monaco2019_20celltypes	pDC	PACSIN1
PBMC_Monaco2019_20celltypes	pDC	KCNK17
PBMC_Monaco2019_20celltypes	pDC	PTCRA
PBMC_Monaco2019_20celltypes	pDC	PTK7
PBMC_Monaco2019_20celltypes	pDC	TNFRSF21
PBMC_Monaco2019_20celltypes	pDC	TSPAN13
