Dataset	Celltype	Gene
Brain_PFC_Schirmer2019	EN-PYR	PURA
Brain_PFC_Schirmer2019	EN-PYR	DCLK1
Brain_PFC_Schirmer2019	EN-PYR	TESPA1
Brain_PFC_Schirmer2019	EN-PYR	FRRS1L
Brain_PFC_Schirmer2019	EN-PYR	PTK2B
Brain_PFC_Schirmer2019	EN-PYR	INPP5F
Brain_PFC_Schirmer2019	EN-PYR	GRIN2A
Brain_PFC_Schirmer2019	EN-PYR	DSTN
Brain_PFC_Schirmer2019	EN-PYR	PAK1
Brain_PFC_Schirmer2019	EN-PYR	NAP1L1
Brain_PFC_Schirmer2019	EN-PYR	UBC
Brain_PFC_Schirmer2019	EN-PYR	MAP2
Brain_PFC_Schirmer2019	EN-PYR	MAP2K1
Brain_PFC_Schirmer2019	EN-PYR	CABP1
Brain_PFC_Schirmer2019	EN-PYR	NCKAP1
Brain_PFC_Schirmer2019	EN-PYR	TERF2IP
Brain_PFC_Schirmer2019	EN-PYR	MKL2
Brain_PFC_Schirmer2019	EN-PYR	ATL1
Brain_PFC_Schirmer2019	EN-PYR	LMO3
Brain_PFC_Schirmer2019	EN-PYR	SCN8A
Brain_PFC_Schirmer2019	EN-PYR	GLS
Brain_PFC_Schirmer2019	EN-PYR	CLSTN2
Brain_PFC_Schirmer2019	EN-PYR	GABRB3
Brain_PFC_Schirmer2019	Endo cells	FLT1
Brain_PFC_Schirmer2019	Endo cells	EPAS1
Brain_PFC_Schirmer2019	Endo cells	CLDN5
Brain_PFC_Schirmer2019	Endo cells	ABCB1
Brain_PFC_Schirmer2019	Endo cells	IFITM3
Brain_PFC_Schirmer2019	Endo cells	VWF
Brain_PFC_Schirmer2019	Endo cells	COBLL1
Brain_PFC_Schirmer2019	Endo cells	ATP10A
Brain_PFC_Schirmer2019	Endo cells	MECOM
Brain_PFC_Schirmer2019	Endo cells	IFI27
Brain_PFC_Schirmer2019	Endo cells	HERC2P3
Brain_PFC_Schirmer2019	Endo cells	HLA-E
Brain_PFC_Schirmer2019	Endo cells	B2M
Brain_PFC_Schirmer2019	Endo cells	A2M
Brain_PFC_Schirmer2019	Endo cells	TMSB10
Brain_PFC_Schirmer2019	Endo cells	EBF1
Brain_PFC_Schirmer2019	Endo cells	ELOVL7
Brain_PFC_Schirmer2019	Endo cells	BSG
Brain_PFC_Schirmer2019	Endo cells	PODXL
Brain_PFC_Schirmer2019	Endo cells	SLC2A1
Brain_PFC_Schirmer2019	Endo cells	TGM2
Brain_PFC_Schirmer2019	Endo cells	ADGRL4
Brain_PFC_Schirmer2019	Endo cells	FLI1
Brain_PFC_Schirmer2019	Endo cells	LEF1
Brain_PFC_Schirmer2019	Endo cells	ARHGAP29
Brain_PFC_Schirmer2019	Endo cells	MT2A
Brain_PFC_Schirmer2019	Endo cells	IGFBP7
Brain_PFC_Schirmer2019	Endo cells	RGS5
Brain_PFC_Schirmer2019	Endo cells	ERG
Brain_PFC_Schirmer2019	Endo cells	ID1
Brain_PFC_Schirmer2019	Endo cells	ANO2
Brain_PFC_Schirmer2019	Endo cells	ST6GALNAC3
Brain_PFC_Schirmer2019	Endo cells	IFITM2
Brain_PFC_Schirmer2019	Endo cells	PTPRG
Brain_PFC_Schirmer2019	Endo cells	TM4SF1
Brain_PFC_Schirmer2019	Endo cells	RBMS3
Brain_PFC_Schirmer2019	Endo cells	THSD4
Brain_PFC_Schirmer2019	Endo cells	PECAM1
Brain_PFC_Schirmer2019	Endo cells	SYNE2
Brain_PFC_Schirmer2019	Endo cells	ADGRF5
Brain_PFC_Schirmer2019	Endo cells	SRGN
Brain_PFC_Schirmer2019	Endo cells	ST8SIA6
Brain_PFC_Schirmer2019	Endo cells	TAGLN2
Brain_PFC_Schirmer2019	Endo cells	STOM
Brain_PFC_Schirmer2019	Endo cells	ENG
Brain_PFC_Schirmer2019	Endo cells	SLC7A5
Brain_PFC_Schirmer2019	Endo cells	HLA-A
Brain_PFC_Schirmer2019	Endo cells	ITIH5
Brain_PFC_Schirmer2019	Endo cells	FN1
Brain_PFC_Schirmer2019	Endo cells	EGFL7
Brain_PFC_Schirmer2019	Endo cells	ITGA1
Brain_PFC_Schirmer2019	Endo cells	CD59
Brain_PFC_Schirmer2019	Endo cells	ITM2A
Brain_PFC_Schirmer2019	Endo cells	ADAMTS9
Brain_PFC_Schirmer2019	Endo cells	PTPRB
Brain_PFC_Schirmer2019	Endo cells	PRKCH
Brain_PFC_Schirmer2019	Endo cells	GNG11
Brain_PFC_Schirmer2019	Endo cells	ESYT2
Brain_PFC_Schirmer2019	Endo cells	UTRN
Brain_PFC_Schirmer2019	Endo cells	PCAT19
Brain_PFC_Schirmer2019	Endo cells	ID3
Brain_PFC_Schirmer2019	Endo cells	ICAM2
Brain_PFC_Schirmer2019	Endo cells	ITGA6
Brain_PFC_Schirmer2019	Endo cells	HIF1A-AS2
Brain_PFC_Schirmer2019	Endo cells	HLA-C
Brain_PFC_Schirmer2019	Endo cells	NDUFA4L2
Brain_PFC_Schirmer2019	Endo cells	TACC1
Brain_PFC_Schirmer2019	Endo cells	GALNT18
Brain_PFC_Schirmer2019	Endo cells	KLF2
Brain_PFC_Schirmer2019	Endo cells	VIM
Brain_PFC_Schirmer2019	Endo cells	SPARC
Brain_PFC_Schirmer2019	Endo cells	SLCO4A1
Brain_PFC_Schirmer2019	Endo cells	ESAM
Brain_PFC_Schirmer2019	Endo cells	CGNL1
Brain_PFC_Schirmer2019	Endo cells	YBX3
Brain_PFC_Schirmer2019	Endo cells	CALD1
Brain_PFC_Schirmer2019	Endo cells	EMP2
Brain_PFC_Schirmer2019	Endo cells	DUSP1
Brain_PFC_Schirmer2019	Endo cells	ABCG2
Brain_PFC_Schirmer2019	Endo cells	MT2P1
Brain_PFC_Schirmer2019	Endo cells	RPS28P7
Brain_PFC_Schirmer2019	Endo cells	PLEKHG1
Brain_PFC_Schirmer2019	Endo cells	LHFP
Brain_PFC_Schirmer2019	Endo cells	NOTCH3
Brain_PFC_Schirmer2019	Endo cells	TBC1D4
Brain_PFC_Schirmer2019	Endo cells	MYL6
Brain_PFC_Schirmer2019	Endo cells	BST2
Brain_PFC_Schirmer2019	Endo cells	CFH
Brain_PFC_Schirmer2019	Endo cells	ETS2
Brain_PFC_Schirmer2019	Endo cells	SLC9A3R2
Brain_PFC_Schirmer2019	Endo cells	MT1L
Brain_PFC_Schirmer2019	Endo cells	ACTB
Brain_PFC_Schirmer2019	Endo cells	ETS1
Brain_PFC_Schirmer2019	Endo cells	CRIM1
Brain_PFC_Schirmer2019	Endo cells	EMCN
Brain_PFC_Schirmer2019	Endo cells	CDH5
Brain_PFC_Schirmer2019	Endo cells	CD34
Brain_PFC_Schirmer2019	Endo cells	HIGD1B
Brain_PFC_Schirmer2019	Endo cells	HERC2P2
Brain_PFC_Schirmer2019	Endo cells	SLC7A1
Brain_PFC_Schirmer2019	Endo cells	RNF144B
Brain_PFC_Schirmer2019	Endo cells	TMSB4X
Brain_PFC_Schirmer2019	Endo cells	RP11-649A16.1
Brain_PFC_Schirmer2019	Endo cells	ADIRF
Brain_PFC_Schirmer2019	Endo cells	C10orf10
Brain_PFC_Schirmer2019	Endo cells	NXN
Brain_PFC_Schirmer2019	Endo cells	S100A10
Brain_PFC_Schirmer2019	Endo cells	SDPR
Brain_PFC_Schirmer2019	Endo cells	EEF1A1
Brain_PFC_Schirmer2019	Endo cells	SLC2A3
Brain_PFC_Schirmer2019	Endo cells	MYH9
Brain_PFC_Schirmer2019	Endo cells	TNS1
Brain_PFC_Schirmer2019	Endo cells	EDN1
Brain_PFC_Schirmer2019	Endo cells	CRIP2
Brain_PFC_Schirmer2019	Endo cells	NAMPT
Brain_PFC_Schirmer2019	Endo cells	PPFIBP1
Brain_PFC_Schirmer2019	Endo cells	AHNAK
Brain_PFC_Schirmer2019	Endo cells	RPL13
Brain_PFC_Schirmer2019	Endo cells	HEG1
Brain_PFC_Schirmer2019	Endo cells	WWTR1
Brain_PFC_Schirmer2019	Endo cells	ZNF366
Brain_PFC_Schirmer2019	Endo cells	RBPMS
Brain_PFC_Schirmer2019	Endo cells	S100A11
Brain_PFC_Schirmer2019	Endo cells	PTPRM
Brain_PFC_Schirmer2019	Endo cells	NEAT1
Brain_PFC_Schirmer2019	Endo cells	APOLD1
Brain_PFC_Schirmer2019	Endo cells	TGFBR2
Brain_PFC_Schirmer2019	Endo cells	RHOC
Brain_PFC_Schirmer2019	Endo cells	DLC1
Brain_PFC_Schirmer2019	Endo cells	MT1M
Brain_PFC_Schirmer2019	Endo cells	RBMS2
Brain_PFC_Schirmer2019	Endo cells	PTRF
Brain_PFC_Schirmer2019	Endo cells	PALMD
Brain_PFC_Schirmer2019	Endo cells	OSMR
Brain_PFC_Schirmer2019	Endo cells	NEDD9
Brain_PFC_Schirmer2019	Endo cells	NFKBIA
Brain_PFC_Schirmer2019	Endo cells	ISG15
Brain_PFC_Schirmer2019	Endo cells	MFSD2A
Brain_PFC_Schirmer2019	Endo cells	RPS28
Brain_PFC_Schirmer2019	Endo cells	ITGB1
Brain_PFC_Schirmer2019	Endo cells	BTNL9
Brain_PFC_Schirmer2019	Endo cells	BGN
Brain_PFC_Schirmer2019	Endo cells	XAF1
Brain_PFC_Schirmer2019	Endo cells	RPLP1
Brain_PFC_Schirmer2019	Endo cells	IL4R
Brain_PFC_Schirmer2019	Endo cells	LGALS1
Brain_PFC_Schirmer2019	Endo cells	PARP14
Brain_PFC_Schirmer2019	Endo cells	RELL1
Brain_PFC_Schirmer2019	Endo cells	AC016739.2
Brain_PFC_Schirmer2019	Endo cells	SVIL
Brain_PFC_Schirmer2019	Endo cells	MT1E
Brain_PFC_Schirmer2019	Endo cells	IFI44L
Brain_PFC_Schirmer2019	Endo cells	RPL13P12
Brain_PFC_Schirmer2019	Endo cells	AKAP12
Brain_PFC_Schirmer2019	Endo cells	SEC14L1
Brain_PFC_Schirmer2019	Endo cells	IFI6
Brain_PFC_Schirmer2019	Endo cells	PLSCR1
Brain_PFC_Schirmer2019	Endo cells	KLF6
Brain_PFC_Schirmer2019	Endo cells	MSN
Brain_PFC_Schirmer2019	Endo cells	SMAD6
Brain_PFC_Schirmer2019	Endo cells	TPT1
Brain_PFC_Schirmer2019	Endo cells	RPL36
Brain_PFC_Schirmer2019	Endo cells	CMTM8
Brain_PFC_Schirmer2019	Endo cells	DCN
Brain_PFC_Schirmer2019	Endo cells	RPS19
Brain_PFC_Schirmer2019	Endo cells	DOCK9
Brain_PFC_Schirmer2019	Endo cells	UACA
Brain_PFC_Schirmer2019	Endo cells	CTD-3179P9.1
Brain_PFC_Schirmer2019	Endo cells	CCNY
Brain_PFC_Schirmer2019	Endo cells	LY6E
Brain_PFC_Schirmer2019	Endo cells	SP100
Brain_PFC_Schirmer2019	Endo cells	EPS8
Brain_PFC_Schirmer2019	Endo cells	TPM4
Brain_PFC_Schirmer2019	Endo cells	RPL28
Brain_PFC_Schirmer2019	Endo cells	RPS6
Brain_PFC_Schirmer2019	Endo cells	RPL10
Brain_PFC_Schirmer2019	Endo cells	FAM107A
Brain_PFC_Schirmer2019	Endo cells	PAPSS2
Brain_PFC_Schirmer2019	Endo cells	MCL1
Brain_PFC_Schirmer2019	Endo cells	PON2
Brain_PFC_Schirmer2019	Endo cells	PTMA
Brain_PFC_Schirmer2019	Endo cells	ANKRD37
Brain_PFC_Schirmer2019	Endo cells	SPOCK2
Brain_PFC_Schirmer2019	Endo cells	CFLAR
Brain_PFC_Schirmer2019	Endo cells	GPCPD1
Brain_PFC_Schirmer2019	Endo cells	HSPB1
Brain_PFC_Schirmer2019	Endo cells	TMEM123
Brain_PFC_Schirmer2019	Endo cells	MYO1B
Brain_PFC_Schirmer2019	Endo cells	ARL15
Brain_PFC_Schirmer2019	Endo cells	RPL8
Brain_PFC_Schirmer2019	Endo cells	RPL3P4
Brain_PFC_Schirmer2019	Endo cells	RPL35
Brain_PFC_Schirmer2019	Endo cells	SCARB1
Brain_PFC_Schirmer2019	Endo cells	UBC
Brain_PFC_Schirmer2019	Endo cells	S100A6
Brain_PFC_Schirmer2019	Endo cells	RPS15
Brain_PFC_Schirmer2019	Endo cells	H3F3B
Brain_PFC_Schirmer2019	Endo cells	RPS23
Brain_PFC_Schirmer2019	Endo cells	CP
Brain_PFC_Schirmer2019	Endo cells	MGLL
Brain_PFC_Schirmer2019	Endo cells	CMAHP
Brain_PFC_Schirmer2019	Endo cells	RPLP2
Brain_PFC_Schirmer2019	Endo cells	RP11-234A1.1
Brain_PFC_Schirmer2019	Endo cells	KIAA1462
Brain_PFC_Schirmer2019	Endo cells	ACTG1
Brain_PFC_Schirmer2019	Endo cells	FOSL2
Brain_PFC_Schirmer2019	Endo cells	HERPUD1
Brain_PFC_Schirmer2019	Endo cells	SERF2
Brain_PFC_Schirmer2019	Endo cells	RPL35P5
Brain_PFC_Schirmer2019	Endo cells	TSC22D1
Brain_PFC_Schirmer2019	Endo cells	ACTN4
Brain_PFC_Schirmer2019	Endo cells	RPS23P8
Brain_PFC_Schirmer2019	Endo cells	RPL41
Brain_PFC_Schirmer2019	Endo cells	SPTBN1
Brain_PFC_Schirmer2019	Endo cells	RPS16
Brain_PFC_Schirmer2019	Endo cells	PFN1
Brain_PFC_Schirmer2019	Endo cells	SLCO2B1
Brain_PFC_Schirmer2019	Endo cells	ATP1A2
Brain_PFC_Schirmer2019	Endo cells	GAPDH
Brain_PFC_Schirmer2019	Endo cells	RPS7
Brain_PFC_Schirmer2019	Endo cells	HIPK3
Brain_PFC_Schirmer2019	Endo cells	RAPGEF1
Brain_PFC_Schirmer2019	Endo cells	ANGPT2
Brain_PFC_Schirmer2019	Endo cells	BMPR2
Brain_PFC_Schirmer2019	Endo cells	HERC2P9
Brain_PFC_Schirmer2019	Endo cells	CTD-2192J16.15
Brain_PFC_Schirmer2019	Endo cells	AC007969.5
Brain_PFC_Schirmer2019	Endo cells	RPS27A
Brain_PFC_Schirmer2019	Endo cells	SLC39A10
Brain_PFC_Schirmer2019	Endo cells	FAU
Brain_PFC_Schirmer2019	Endo cells	RPL13AP5
Brain_PFC_Schirmer2019	Endo cells	SC22CB-1E7.1
Brain_PFC_Schirmer2019	Endo cells	RPS9
Brain_PFC_Schirmer2019	Endo cells	BACE2
Brain_PFC_Schirmer2019	Endo cells	ZFP36L1
Brain_PFC_Schirmer2019	Endo cells	LAMA2
Brain_PFC_Schirmer2019	Endo cells	CD63
Brain_PFC_Schirmer2019	Endo cells	FRMD3
Brain_PFC_Schirmer2019	Endo cells	CPNE8
Brain_PFC_Schirmer2019	Endo cells	SERPINB6
Brain_PFC_Schirmer2019	Endo cells	ARHGAP31
Brain_PFC_Schirmer2019	Endo cells	GRB10
Brain_PFC_Schirmer2019	Endo cells	DACH1
Brain_PFC_Schirmer2019	Endo cells	RPL27A
Brain_PFC_Schirmer2019	Endo cells	RBMS1
Brain_PFC_Schirmer2019	Endo cells	EIF1
Brain_PFC_Schirmer2019	Endo cells	RHOA
Brain_PFC_Schirmer2019	Endo cells	RPS11
Brain_PFC_Schirmer2019	Endo cells	PTEN
Brain_PFC_Schirmer2019	Endo cells	SLC38A11
Brain_PFC_Schirmer2019	Endo cells	RPS14
Brain_PFC_Schirmer2019	Endo cells	RPS17
Brain_PFC_Schirmer2019	Endo cells	RPS8
Brain_PFC_Schirmer2019	Endo cells	ZEB1
Brain_PFC_Schirmer2019	Endo cells	SPARCL1
Brain_PFC_Schirmer2019	Endo cells	SAT1
Brain_PFC_Schirmer2019	Endo cells	EPB41L4A
Brain_PFC_Schirmer2019	Endo cells	SLC1A1
Brain_PFC_Schirmer2019	Endo cells	WWC2
Brain_PFC_Schirmer2019	Endo cells	RPL19
Brain_PFC_Schirmer2019	Endo cells	FAUP1
Brain_PFC_Schirmer2019	Endo cells	CNOT6L
Brain_PFC_Schirmer2019	Endo cells	TMEM2
Brain_PFC_Schirmer2019	Endo cells	RPL11
Brain_PFC_Schirmer2019	Endo cells	LDLRAD3
Brain_PFC_Schirmer2019	Endo cells	LRCH1
Brain_PFC_Schirmer2019	Endo cells	C10orf11
Brain_PFC_Schirmer2019	Endo cells	COLEC12
Brain_PFC_Schirmer2019	Endo cells	RPS2
Brain_PFC_Schirmer2019	Endo cells	CTNNB1
Brain_PFC_Schirmer2019	Endo cells	PLCB4
Brain_PFC_Schirmer2019	Endo cells	PTPN12
Brain_PFC_Schirmer2019	Endo cells	RAC1
Brain_PFC_Schirmer2019	Endo cells	RPL13A
Brain_PFC_Schirmer2019	Endo cells	HSPA1A
Brain_PFC_Schirmer2019	Endo cells	ATP5E
Brain_PFC_Schirmer2019	Endo cells	RPS18
Brain_PFC_Schirmer2019	Endo cells	ST6GAL1
Brain_PFC_Schirmer2019	Endo cells	RPL18
Brain_PFC_Schirmer2019	Endo cells	ADAMTS9-AS2
Brain_PFC_Schirmer2019	Endo cells	MEF2A
Brain_PFC_Schirmer2019	Endo cells	TANC1
Brain_PFC_Schirmer2019	Endo cells	RP11-51O6.1
Brain_PFC_Schirmer2019	Endo cells	RPS20
Brain_PFC_Schirmer2019	Endo cells	SORBS2
Brain_PFC_Schirmer2019	Endo cells	RPL35A
Brain_PFC_Schirmer2019	Endo cells	RPL32
Brain_PFC_Schirmer2019	Endo cells	ADIPOR2
Brain_PFC_Schirmer2019	Endo cells	IGF1R
Brain_PFC_Schirmer2019	Endo cells	PDE7B
Brain_PFC_Schirmer2019	Endo cells	RPS25
Brain_PFC_Schirmer2019	Endo cells	PAM
Brain_PFC_Schirmer2019	Endo cells	RPL34
Brain_PFC_Schirmer2019	Endo cells	RPL37A
Brain_PFC_Schirmer2019	Endo cells	PDE10A
Brain_PFC_Schirmer2019	Endo cells	MTUS1
Brain_PFC_Schirmer2019	Endo cells	MKL2
Brain_PFC_Schirmer2019	Endo cells	CADPS2
Brain_PFC_Schirmer2019	Endo cells	PARD3
Brain_PFC_Schirmer2019	Endo cells	ALDOA
Brain_PFC_Schirmer2019	Endo cells	FTL
Brain_PFC_Schirmer2019	Endo cells	TUBA1B
Brain_PFC_Schirmer2019	Endo cells	MYRIP
Brain_PFC_Schirmer2019	Glia-MIX	ST18
Brain_PFC_Schirmer2019	Glia-MIX	NEAT1
Brain_PFC_Schirmer2019	Glia-MIX	PLP1
Brain_PFC_Schirmer2019	Glia-MIX	QKI
Brain_PFC_Schirmer2019	Glia-MIX	RNF220
Brain_PFC_Schirmer2019	Glia-MIX	CTNNA3
Brain_PFC_Schirmer2019	Glia-MIX	ZBTB20
Brain_PFC_Schirmer2019	Glia-MIX	TMTC2
Brain_PFC_Schirmer2019	Glia-MIX	ERBB2IP
Brain_PFC_Schirmer2019	Glia-MIX	CLDN11
Brain_PFC_Schirmer2019	Glia-MIX	PIP4K2A
Brain_PFC_Schirmer2019	Glia-MIX	SLC44A1
Brain_PFC_Schirmer2019	Glia-MIX	TMEM144
Brain_PFC_Schirmer2019	Glia-MIX	SLC1A3
Brain_PFC_Schirmer2019	Glia-MIX	FBXL7
Brain_PFC_Schirmer2019	Glia-MIX	PHLPP1
Brain_PFC_Schirmer2019	Glia-MIX	PDE4B
Brain_PFC_Schirmer2019	Glia-MIX	CDH20
Brain_PFC_Schirmer2019	Glia-MIX	ADGRV1
Brain_PFC_Schirmer2019	Glia-MIX	DOCK5
Brain_PFC_Schirmer2019	Glia-MIX	NPAS3
Brain_PFC_Schirmer2019	Glia-MIX	NCKAP5
Brain_PFC_Schirmer2019	Glia-MIX	GLIS3
Brain_PFC_Schirmer2019	Glia-MIX	UGT8
Brain_PFC_Schirmer2019	Glia-MIX	MOBP
Brain_PFC_Schirmer2019	Glia-MIX	FRMD4B
Brain_PFC_Schirmer2019	Glia-MIX	ABCA8
Brain_PFC_Schirmer2019	Glia-MIX	TPD52L1
Brain_PFC_Schirmer2019	Glia-MIX	RNF219-AS1
Brain_PFC_Schirmer2019	Glia-MIX	LINC01608
Brain_PFC_Schirmer2019	Glia-MIX	GPC5
Brain_PFC_Schirmer2019	Glia-MIX	MBP
Brain_PFC_Schirmer2019	Glia-MIX	ENPP2
Brain_PFC_Schirmer2019	Glia-MIX	DAAM2
Brain_PFC_Schirmer2019	Glia-MIX	MAN2A1
Brain_PFC_Schirmer2019	Glia-MIX	DOCK10
Brain_PFC_Schirmer2019	Glia-MIX	LINC00609
Brain_PFC_Schirmer2019	Glia-MIX	GPRC5B
Brain_PFC_Schirmer2019	Glia-MIX	LPAR1
Brain_PFC_Schirmer2019	Glia-MIX	CLMN
Brain_PFC_Schirmer2019	Glia-MIX	SLC1A2
Brain_PFC_Schirmer2019	Glia-MIX	C10orf90
Brain_PFC_Schirmer2019	Glia-MIX	RFTN2
Brain_PFC_Schirmer2019	Glia-MIX	ERBB4
Brain_PFC_Schirmer2019	Glia-MIX	KANK1
Brain_PFC_Schirmer2019	Glia-MIX	PITPNC1
Brain_PFC_Schirmer2019	Glia-MIX	WWOX
Brain_PFC_Schirmer2019	Glia-MIX	DOCK1
Brain_PFC_Schirmer2019	Glia-MIX	KCNH8
Brain_PFC_Schirmer2019	Glia-MIX	PCDH9
Brain_PFC_Schirmer2019	Glia-MIX	ELMO1
Brain_PFC_Schirmer2019	Glia-MIX	NTM
Brain_PFC_Schirmer2019	Glia-MIX	NFIA
Brain_PFC_Schirmer2019	Glia-MIX	FRMD5
Brain_PFC_Schirmer2019	Glia-MIX	CRYAB
Brain_PFC_Schirmer2019	Glia-MIX	CPQ
Brain_PFC_Schirmer2019	Glia-MIX	SHTN1
Brain_PFC_Schirmer2019	Glia-MIX	SPOCK3
Brain_PFC_Schirmer2019	Glia-MIX	ZNF536
Brain_PFC_Schirmer2019	Glia-MIX	SLC39A11
Brain_PFC_Schirmer2019	Glia-MIX	RYR3
Brain_PFC_Schirmer2019	Glia-MIX	PTGDS
Brain_PFC_Schirmer2019	Glia-MIX	MT2A
Brain_PFC_Schirmer2019	Glia-MIX	PARD3B
Brain_PFC_Schirmer2019	Glia-MIX	PARD3
Brain_PFC_Schirmer2019	Glia-MIX	GPM6B
Brain_PFC_Schirmer2019	Glia-MIX	SASH1
Brain_PFC_Schirmer2019	Glia-MIX	SLC24A2
Brain_PFC_Schirmer2019	Glia-MIX	MAP4K4
Brain_PFC_Schirmer2019	Glia-MIX	EDIL3
Brain_PFC_Schirmer2019	Glia-MIX	MSI2
Brain_PFC_Schirmer2019	Glia-MIX	DIP2B
Brain_PFC_Schirmer2019	Glia-MIX	HIP1
Brain_PFC_Schirmer2019	Glia-MIX	MAML2
Brain_PFC_Schirmer2019	Glia-MIX	PRUNE2
Brain_PFC_Schirmer2019	Glia-MIX	GAB1
Brain_PFC_Schirmer2019	Glia-MIX	FRYL
Brain_PFC_Schirmer2019	Glia-MIX	TCF12
Brain_PFC_Schirmer2019	Glia-MIX	TRPM3
Brain_PFC_Schirmer2019	Glia-MIX	NKAIN3
Brain_PFC_Schirmer2019	Glia-MIX	ARAP2
Brain_PFC_Schirmer2019	Glia-MIX	DLC1
Brain_PFC_Schirmer2019	Glia-MIX	PDE1C
Brain_PFC_Schirmer2019	Glia-MIX	GRM3
Brain_PFC_Schirmer2019	Glia-MIX	DTNA
Brain_PFC_Schirmer2019	Glia-MIX	ALCAM
Brain_PFC_Schirmer2019	Glia-MIX	PLCL1
Brain_PFC_Schirmer2019	IN-PVALB	TENM1
Brain_PFC_Schirmer2019	IN-PVALB	ANK1
Brain_PFC_Schirmer2019	IN-PVALB	MYO16
Brain_PFC_Schirmer2019	IN-PVALB	SOX6
Brain_PFC_Schirmer2019	IN-PVALB	FGF12
Brain_PFC_Schirmer2019	IN-PVALB	KIAA1217
Brain_PFC_Schirmer2019	IN-PVALB	NXPH1
Brain_PFC_Schirmer2019	IN-PVALB	GAD1
Brain_PFC_Schirmer2019	IN-PVALB	GAD2
Brain_PFC_Schirmer2019	IN-PVALB	SLIT2
Brain_PFC_Schirmer2019	IN-PVALB	ASTN2
Brain_PFC_Schirmer2019	IN-PVALB	BTBD11
Brain_PFC_Schirmer2019	IN-PVALB	ZNF385D
Brain_PFC_Schirmer2019	IN-PVALB	GRIP1
Brain_PFC_Schirmer2019	IN-PVALB	KCNC2
Brain_PFC_Schirmer2019	IN-PVALB	KCNAB1
Brain_PFC_Schirmer2019	IN-PVALB	ZNF804A
Brain_PFC_Schirmer2019	IN-PVALB	DLGAP1
Brain_PFC_Schirmer2019	IN-PVALB	PTPRM
Brain_PFC_Schirmer2019	IN-PVALB	CNTNAP2
Brain_PFC_Schirmer2019	IN-PVALB	ERBB4
Brain_PFC_Schirmer2019	IN-PVALB	VWC2
Brain_PFC_Schirmer2019	IN-PVALB	AC010127.3
Brain_PFC_Schirmer2019	IN-PVALB	PTCHD4
Brain_PFC_Schirmer2019	IN-PVALB	RP11-123O10.4
Brain_PFC_Schirmer2019	IN-PVALB	DPP10
Brain_PFC_Schirmer2019	IN-PVALB	PAM
Brain_PFC_Schirmer2019	IN-PVALB	SNHG14
Brain_PFC_Schirmer2019	IN-PVALB	GABRG3
Brain_PFC_Schirmer2019	IN-PVALB	FAM19A2
Brain_PFC_Schirmer2019	IN-PVALB	SNRPN
Brain_PFC_Schirmer2019	IN-PVALB	CNTNAP3
Brain_PFC_Schirmer2019	IN-PVALB	RBMS3
Brain_PFC_Schirmer2019	IN-PVALB	PLCXD3
Brain_PFC_Schirmer2019	IN-PVALB	CNTNAP3B
Brain_PFC_Schirmer2019	IN-PVALB	RUNX2
Brain_PFC_Schirmer2019	IN-PVALB	HCN1
Brain_PFC_Schirmer2019	IN-PVALB	TRPC4
Brain_PFC_Schirmer2019	IN-PVALB	ZNF536
Brain_PFC_Schirmer2019	IN-PVALB	ELAVL2
Brain_PFC_Schirmer2019	IN-PVALB	XKR4
Brain_PFC_Schirmer2019	IN-PVALB	NRXN3
Brain_PFC_Schirmer2019	IN-PVALB	TENM3
Brain_PFC_Schirmer2019	IN-PVALB	TMEM132C
Brain_PFC_Schirmer2019	IN-PVALB	KLF12
Brain_PFC_Schirmer2019	IN-PVALB	SAMD5
Brain_PFC_Schirmer2019	IN-PVALB	ADCY8
Brain_PFC_Schirmer2019	IN-PVALB	CADPS
Brain_PFC_Schirmer2019	IN-PVALB	NHS
Brain_PFC_Schirmer2019	IN-PVALB	KLHL5
Brain_PFC_Schirmer2019	IN-PVALB	SLC6A1
Brain_PFC_Schirmer2019	IN-PVALB	UNC5D
Brain_PFC_Schirmer2019	IN-PVALB	TENM2
Brain_PFC_Schirmer2019	IN-PVALB	EPHA6
Brain_PFC_Schirmer2019	IN-PVALB	OSBPL3
Brain_PFC_Schirmer2019	IN-PVALB	CNTN5
Brain_PFC_Schirmer2019	IN-PVALB	SDK1
Brain_PFC_Schirmer2019	IN-PVALB	SPOCK3
Brain_PFC_Schirmer2019	IN-PVALB	KAZN
Brain_PFC_Schirmer2019	IN-PVALB	ALK
Brain_PFC_Schirmer2019	IN-PVALB	RBFOX1
Brain_PFC_Schirmer2019	IN-PVALB	KIF26B
Brain_PFC_Schirmer2019	IN-PVALB	ANO4
Brain_PFC_Schirmer2019	IN-PVALB	KCND2
Brain_PFC_Schirmer2019	IN-PVALB	GABRB2
Brain_PFC_Schirmer2019	IN-PVALB	GRIA1
Brain_PFC_Schirmer2019	IN-PVALB	SLC44A5
Brain_PFC_Schirmer2019	IN-PVALB	ZMAT4
Brain_PFC_Schirmer2019	IN-PVALB	MEF2C
Brain_PFC_Schirmer2019	IN-PVALB	ADAMTS17
Brain_PFC_Schirmer2019	IN-PVALB	SLC9A9
Brain_PFC_Schirmer2019	IN-PVALB	TIAM1
Brain_PFC_Schirmer2019	IN-PVALB	SPARCL1
Brain_PFC_Schirmer2019	IN-PVALB	GRIK1
Brain_PFC_Schirmer2019	IN-PVALB	PLD5
